"","id","vf_age","vf_party","vf_racename","vf_female","vf_black","vf_white","vf_hispanic","vf_vg_14","vf_vg_12","vf_vg_10","vf_democrat","vf_republican","miami_trans_law_t0","miami_trans_law2_t0","gender_norm_daugher_t0","gender_norm_looks_t0","gender_norm_rights_t0","gender_norms_sexchange_t0","gender_norms_moral_t0","gender_norms_abnormal_t0","gender_norm_trans_moral_wrong_t0","ssm_t0","therm_obama_t0","therm_gay_t0","therm_trans_t0","therm_marijuana_t0","therm_afams_t0","ideology_t0","religious_t0","respondent_t0","exposure_gay_t0","exposure_trans_t0","pid_t0","scale_for_blocking_t0","survey_language_t0","miami_trans_law_t1","miami_trans_law2_t1","therm_obama_t1","therm_trans_t1","therm_marijuana_t1","gender_norm_looks_t1","gender_norm_rights_t1","gender_norm_sexchange_t1","gender_norm_moral_t1","gender_norm_abnormal_t1","gender_norm_trans_moral_wrong_t1","respondent_t1","miami_trans_law_t2","miami_trans_law2_t2","therm_obama_t2","therm_jbush_t2","therm_trans_t2","therm_police_t2","therm_firefighters_t2","gender_norm_looks_t2","gender_norm_rights_t2","gender_norm_moral_t2","gender_norm_dress_t2","gender_norm_sexchange_t2","gender_norm_abnormal_t2","gender_norm_trans_moral_wrong_t2","trans_teacher_t2","trans_bathroom_t2","respondent_t2","miami_trans_law_withdef_t3","miami_trans_law2_withdef_t3","therm_obama_t3","therm_jbush_t3","therm_trans_t3","therm_police_t3","therm_firefighters_t3","gender_norm_looks_t3","gender_norm_rights_t3","gender_norm_moral_t3","gender_norm_dress_t3","gender_norm_sexchange_t3","gender_norm_abnormal_t3","gender_norm_trans_moral_wrong_t3","trans_teacher_t3","trans_bathroom_t3","trans_ad_displayed_t3","trans_law_post_ad_t3","respondent_t3","nfc_t3","miami_trans_law_withdef_t4","miami_trans_law2_withdef_t4","therm_obama_t4","therm_trans_t4","therm_mousavi_t4","gender_norm_looks_t4","gender_norm_rights_t4","gender_norm_moral_t4","gender_norm_dress_t4","gender_norm_sexchange_t4","gender_norm_abnormal_t4","gender_norm_trans_moral_wrong_t4","trans_teacher_t4","trans_bathroom_t4","respondent_t4","marijuana_pread1","marijuana_pread2","marijuana_postad","exp_actual_convo","contacted","survey_language_es","sdo_scale","treat_ind","canvass_recycling_rating","canvass_trans_ratingstart","canvass_trans_ratingsecond","canvass_trans_ratingend","canvass_minutes","canvasser_experience","canvasser_trans","canvasser_id","hh_id","block_ind","cluster_level_t0_scale_mean","vf_independent","all.dvs.t1","all.dvs.t2","all.dvs.t3","all.dvs.t4","trans.tolerance.dv.t0","trans.tolerance.dv.t1","trans.tolerance.dv.t2","trans.tolerance.dv.t3","trans.tolerance.dv.t4","miami_trans_law_t0_avg","miami_trans_law_t1_avg","miami_trans_law_t2_avg","miami_trans_law_t3_avg","miami_trans_law_t4_avg","gender_nonconformity_t0","gender_nonconformity_t1","gender_nonconformity_t2","gender_nonconformity_t3","gender_nonconformity_t4","treatment.delivered","t1.resid","transformed.outcome"
"67821",17123,43,"D","Hispanic",0,0,0,1,0,0,1,1,0,2,2,0,0,0,1,0,0,NA,2,75,50,50,50,50,0,2,1,1,0,1,0.21415938436985,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,50,50,50,50,80,0,0,0,0,1,0,0,0,0,1,2,2,50,50,50,50,50,0,0,0,0,1,0,0,0,0,"Yes, I could see and hear the ad",0,1,-0.682037174701691,2,2,50,50,50,0,0,0,0,1,0,0,0,0,1,1,2,1,"Trans-Equality",1,0,0,1,"",NA,NA,NA,8,"No",0,35,"june6_15078","june6_151",0.0960973650217056,0,NA,0.229234471015078,0.305528635997712,0.248652501246573,0.168221142251428,NA,0.114881928200538,0.166558363030575,0.118778854016368,2,NA,2,2,2,0.547622133241092,NA,0.660618186367629,0.633712229251738,0.768504638122952,FALSE,NA,NA
"67823",36560,45,"R","Hispanic",1,0,0,1,1,1,1,0,1,2,2,1,-1,0,0,0,1,NA,2,8,51,50,37,86,-2,1,1,1,1,-3,-0.176903396844864,"EN",2,2,35,71,34,-1,1,1,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,50,50,85,84,95,-1,-1,0,-1,1,2,2,0,0,"Yes, I could see and hear the ad",-1,1,0.685089766979218,2,1,11,56,50,-1,0,0,0,1,1,1,0,-1,1,0,2,0,"Recycling",1,0,0,0,"In Favor",10,10,10,2,"No",0,35,"june6_15085","june6_204",0.574532389640808,0,0.832578418351673,NA,1.02448543495589,0.479107004399455,0.179341582122808,0.945353527728763,NA,1.02564517696323,0.330061077237761,2,2,NA,1.5,1.5,0.0805928685064935,0.610464974732174,NA,-0.295092318826046,0.449569242015336,FALSE,0.480479480100273,-0.960958960200547
"67825",35590,82,"R","Hispanic",1,0,0,1,1,1,1,0,1,-1,0,2,-2,-2,0,-2,-1,NA,0,8,50,50,8,50,-3,4,1,1,0,-3,-1.38994407653809,"EN",0,0,21,50,50,-2,-1,-1,-1,0,-2,1,1,0,23,82,41,60,72,0,0,-1,-1,-2,-1,0,1,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Recycling",1,0,0,0,"",NA,NA,NA,2,"No",1,14,"june6_15092","june6_22",-1.38994407653809,0,-1.07003020394819,-0.883574709470424,NA,NA,-0.859170339113593,-0.946442174433596,-0.670116100771927,NA,NA,-0.5,0,0.5,NA,NA,-1.37406380726985,-0.816202734445365,0.344390184538143,NA,NA,FALSE,-0.201133473798309,0.402266947596617
"67828",58087,72,"R","Caucasian",0,0,1,0,1,1,0,0,1,3,3,1,1,0,1,2,1,NA,3,39,95,95,65,95,-2,0,1,1,1,-3,0.815511167049408,"EN",3,3,30,85,70,1,-1,1,1,2,1,1,3,3,50,80,75,85,90,0,-1,1,0,1,2,1,1,1,1,3,3,50,75,80,90,90,1,-1,1,0,1,1,1,2,0,"Yes, I could see and hear the ad",1,1,-0.0341124907135963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,"Trans-Equality",1,0,0,1,"",10,10,10,12,"Yes",0,54,"june6_15105","june6_230",0.815511167049408,0,1.33869230818902,1.22842461298796,1.12770673921623,NA,1.46090073231813,1.2988420475083,1.1885190146583,1.10465239624144,NA,3,3,3,3,NA,1.01465139797569,0.50799286478515,0.365619876614902,0.635973786484318,NA,TRUE,0.0665686660494802,0.13313733209896
"67832",24679,52,"N","Hispanic",1,0,0,1,1,1,1,0,0,3,3,-1,-1,0,2,1,1,NA,2,10,50,50,50,98,0,1,1,1,0,-2,0.23119068145752,"EN",3,3,6,50,24,0,2,2,1,0,1,1,3,3,50,100,69,92,77,1,2,2,1,2,2,2,1,1,1,3,1,10,100,50,50,48,1,1,1,1,2,2,1,2,1,"Yes, I could see and hear the ad",0,1,-0.171215653419495,2,2,50,50,50,-1,0,1,1,2,2,2,2,0,1,0,-1,0,"Recycling",1,0,0,0,"Undecided",NA,NA,NA,3,"Yes",0,54,"june6_15141","june6_166",0.23119068145752,1,0.887644554733586,1.6278421179254,1.00902157832858,1.12101330599406,0.940238378771624,0.716176077488673,1.59872702527012,1.33024656454848,1.32525298939216,3,3,3,2,2,0.0805928685064935,1.54449809585936,1.87215682408805,1.56251677732952,0.788844393627128,FALSE,-0.122076242862604,0.244152485725208
"67834",29963,57,"N","Caucasian",0,0,1,0,1,1,1,0,0,3,3,0,1,0,2,1,1,NA,3,50,75,75,75,75,2,0,1,1,0,0,0.876443028450012,"EN",3,3,60,85,85,2,0,1,1,1,2,1,3,3,45,30,95,95,95,1,1,1,1,1,1,2,2,1,1,3,3,50,30,60,70,60,1,1,1,1,1,1,2,1,1,"Yes, I could see and hear the ad",3,1,0.44642174243927,3,3,62,62,19,2,-1,2,2,1,1,2,1,1,1,0,3,1,"Trans-Equality",1,0,0,1,"",10,10,10,10,"No",0,35,"june6_15209","june6_237",0.876443028450012,1,1.33407254179342,1.36545841650091,1.14489643929096,1.24491159676725,1.22804359244033,1.297592910801,1.4625097140098,1.12359390322014,1.24888969457696,3,3,3,3,3,1.01465139797569,1.44202598591234,1.57715851433532,1.56251677732952,1.76860544587989,TRUE,0.271749527369613,0.543499054739227
"67835",20032,73,"R","Caucasian",1,0,1,0,1,1,1,0,1,2,2,-1,0,-1,0,1,1,NA,-1,5,50,50,75,50,-1,4,1,1,1,-2,-0.255107492208481,"EN",2,2,19,85,50,-1,-1,0,1,-1,1,1,2,2,50,91,92,91,91,-1,-2,0,0,-1,0,1,0,1,1,2,2,50,50,50,50,50,1,1,1,0,1,2,2,0,1,"Yes, I could see and hear the ad",2,1,0.356930822134018,3,3,50,100,50,-1,0,1,-1,1,2,1,0,0,1,0,2,0,"Recycling",1,0,0,0,"Against",NA,NA,NA,0,"No",1,14,"june6_15223","june6_110",-0.255107492208481,0,0.456973001138744,0.391651974965854,1.02069540647838,1.34678077561854,0.434715826967632,0.448765038774542,0.423981206279586,1.06630891935203,1.06275919477484,2,2,2,2,3,0.0538084277202204,-0.374804201368527,-0.234692449523306,1.2538784122117,0.110294090403544,FALSE,0.281942520885424,-0.563885041770847
"67836",1939,65,"N","Hispanic",0,0,0,1,1,1,1,0,0,3,3,0,0,0,1,0,0,NA,2,93,74,61,73,75,2,0,1,1,0,0,0.577593147754669,"EN",3,2,72,50,50,0,0,0,0,0,0,1,2,2,82,25,75,62,79,-1,0,0,0,1,0,0,0,0,1,2,2,65,30,50,60,71,-1,0,0,0,1,-1,0,-1,0,"Yes, I could see and hear the ad",-1,1,-0.254141002893448,2,2,65,50,50,-1,0,0,0,0,1,0,-1,0,1,1,3,1,"Recycling",1,0,0,0,"In Favor",NA,NA,NA,1,"No",1,19,"june6_15338","june6_205",0.577593147754669,1,0.153119624201184,0.398444678041224,0.163368632502579,0.246394156378481,0.294855436265661,-0.0961481004795024,0.280754797236565,-0.12544008702888,-0.0162433116210674,3,2.5,2,2,2,0.547622133241092,0.559228919758662,0.355304169982147,0.322498359155468,0.449569242015336,FALSE,-0.542039536614758,1.08407907322952
"67837",498,30,"N","Caucasian",1,0,1,0,1,1,1,0,0,3,3,-2,2,-1,2,2,2,NA,3,60,78,78,64,79,1,1,1,1,1,1,1.21874213218689,"EN",2,3,50,82,76,1,-1,1,1,-1,1,1,3,3,58,27,50,58,64,1,-1,1,-1,1,-1,1,1,1,1,3,3,68,66,65,50,95,1,0,1,1,1,0,1,1,1,"I could only see the ad, but the sound did not work",2,1,-0.0353421047329903,2,2,73,64,50,1,1,1,0,1,-1,1,1,1,1,1,3,1,"Recycling",1,0,0,0,"Undecided",NA,NA,NA,2,"No",0,49,"june6_15350","june6_250",1.00546884536743,1,0.700493815254232,0.604933565412832,0.885591601389482,0.482102337347536,1.78183617869878,0.604345194126386,0.555511551925297,0.846179338308677,0.644547691899886,3,2.5,3,3,2,0.987866957189418,0.50799286478515,0.354705891170898,1.25356446446583,1.40376032191245,FALSE,-0.908659452884719,1.81731890576944
"67842",36864,61,"D","Caucasian",0,0,1,0,1,1,1,1,0,2,2,-1,1,1,-1,1,1,NA,3,100,100,100,100,59,2,0,1,1,1,3,1.16099882125854,"EN",3,3,100,50,100,1,0,-2,2,2,2,1,2,2,100,50,90,50,100,0,1,1,1,1,1,1,1,1,1,2,2,50,50,85,72,100,1,1,1,1,2,1,1,1,1,"Yes, I could see and hear the ad",2,1,-0.259627252817154,2,2,50,79,50,1,0,2,1,2,1,2,1,1,1,1,3,1,"Trans-Equality",1,0,0,1,"",10,8,8,15,"No",0,16,"june6_15442","june6_277",1.46047949790955,0,0.975011521429714,0.95395158943287,1.10077794201462,1.3034881976515,0.757564978403057,0.874518410189149,1.13233120484759,1.2748929799077,1.50914428906626,2,3,2,2,2,1.50846510349656,1.0006274528355,1.27184449794984,1.56251677732952,1.42671518584236,TRUE,-0.210527292965474,-0.421054585930947
"67851",53433,42,"R","Hispanic",1,0,0,1,1,1,1,0,1,3,3,-1,1,-1,1,1,1,NA,2,70,99,50,12,94,0,4,1,1,0,-3,0.57888001203537,"EN",3,3,77,100,24,1,-2,1,2,0,1,1,3,3,55,95,95,50,98,2,-2,2,2,2,0,2,0,0,1,3,3,90,95,95,50,50,1,-1,1,2,1,0,1,1,1,"Yes, I could see and hear the ad",1,1,0.817888259887695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,"Recycling",1,0,0,0,"In Favor",NA,NA,NA,2,"Yes",0,2,"june6_1575","june6_206",0.57888001203537,0,1.28028822291257,1.50096683953327,1.08550187005271,NA,0.687477102869628,1.21685748734491,1.17729311602587,1.04901779438183,NA,3,3,3,3,NA,0.520837692454819,0.0153582767347996,1.31370560329211,1.25325051671997,NA,FALSE,0.607248537120286,-1.21449707424057
"67853",47678,33,"R","Hispanic",0,0,0,1,0,1,0,0,1,2,2,2,-2,-1,1,0,-1,NA,0,0,35,35,0,100,-1,0,1,1,0,-1,-0.680426061153412,"EN",2,2,0,30,50,-2,-2,1,-2,-1,-1,1,3,3,0,70,50,80,50,-2,-2,-1,-2,1,-1,-1,1,0,1,3,3,0,80,40,50,100,-1,-1,-1,-2,2,-1,-1,1,0,"Yes, I could see and hear the ad",-1,1,0.793173134326935,2,2,0,35,50,-2,-2,-2,-2,1,-1,-2,1,-1,1,0,-2,0,"Recycling",1,0,0,0,"",NA,NA,NA,0,"No",0,4,"june6_15782","june6_121",-0.167324215173721,0,-0.624285355690242,-0.000174115239763414,0.155549710169098,-0.568839344772046,-0.268343701723174,-0.990019520216734,-0.21630224829548,-0.0714792481676862,-0.749299450256253,2,2,3,3,2,-0.880250101748978,-1.30883732249572,-1.17246246956776,-0.603730683943869,-1.18055703267962,FALSE,-0.839721776902663,1.67944355380533
"67855",26888,51,"N","Hispanic",0,0,0,1,1,1,0,0,0,1,2,-2,-2,-2,1,1,1,NA,-2,0,50,50,0,80,-2,1,1,1,0,-2,-0.461696565151215,"ES",-1,1,0,50,0,-2,-2,-1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,-1,-1,50,50,0,-2,-2,-2,-2,1,1,0,-2,-2,1,NA,NA,NA,"Recycling",1,1,0,0,"Against",NA,NA,NA,4,"No",0,4,"june6_15835","june6_82",-0.461696565151215,1,-0.412651635152388,NA,NA,-0.481432652592866,0.687477102869628,-0.0581782044935832,NA,NA,-0.588440826047952,1.5,0,NA,NA,-1,-1.37406380726985,-1.30883732249572,NA,NA,-1.18055703267962,FALSE,-0.523753414627964,1.04750682925593
"67856",43587,75,"N","Hispanic",0,0,0,1,0,0,0,0,0,0,0,1,-2,-1,0,0,-1,NA,0,84,50,50,24,50,0,0,1,0,0,2,-0.712196528911591,"EN",0,0,97,50,0,-2,-2,0,0,-2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,50,72,50,58,71,-2,-2,-1,-2,0,0,1,0,-1,"Yes, I could see and hear the ad",2,1,0.123684719204903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-2,0,"Recycling",1,0,0,0,"",NA,NA,NA,0,"No",0,43,"june6_1584","june6_63",-0.712196528911591,1,-0.7727544286887,NA,-0.212854154889799,NA,-0.348421849423943,-0.540796121192985,NA,-0.0930172747368294,NA,0,0,NA,0,NA,-0.880250101748978,-1.30883732249572,NA,-1.22389686690383,NA,FALSE,-0.0099669771424551,0.0199339542849102
"67857",28478,53,"R","Caucasian",1,0,1,0,1,1,1,0,1,0,2,-1,-2,-2,-1,-1,-1,NA,2,0,50,20,30,80,-2,0,1,1,0,-3,-0.98836350440979,"EN",-2,-2,0,28,42,-1,-2,-2,-1,-2,-1,1,-2,-2,50,6,7,78,100,-2,-2,-2,-2,-1,-1,-1,-2,-2,1,-3,-3,0,30,0,50,100,-2,-2,-2,-2,-2,-2,-2,-2,-2,"Yes, I could see and hear the ad",-3,1,-0.462263554334641,-3,-3,50,0,0,-1,-1,-1,-1,-1,-2,-1,-2,2,1,1,3,1,"Recycling",1,0,0,0,"Against",NA,NA,NA,4,"No",0,4,"june6_15877","june6_44",-0.970547735691071,0,-2.02490916230219,-1.83848616010977,-2.2897949688016,-1.93605739038248,-1.20192362657322,-1.55496899611353,-1.63254914105016,-2.05721009511729,-1.12298602656051,1,-2,-2,-3,-3,-1.37406380726985,-0.867438789418877,-1.17246246956776,-1.22389686690383,-0.206026197278334,FALSE,-0.971562241521549,1.9431244830431
"67858",12461,27,"R","Hispanic",1,0,0,1,1,1,0,0,1,3,3,-2,1,-1,0,0,-1,NA,3,19,50,50,80,78,2,0,1,1,0,-3,0.241469234228134,"EN",2,2,20,31,68,-1,-1,1,2,-1,1,1,2,1,10,0,18,50,100,-1,-2,1,-1,1,-1,2,-2,-1,1,-2,-2,40,50,0,25,100,1,-1,2,-1,-1,-2,1,-2,0,"Yes, I could see and hear the ad",-3,1,0.931548655033112,-3,-3,33,0,80,-2,-2,-1,-1,1,-2,1,-2,-2,1,1,3,1,"Recycling",1,0,0,0,"Against",NA,NA,NA,3,"No",0,4,"june6_15877","june6_44",-0.970547735691071,0,0.361641586976575,0.202854124531492,-0.979522592563268,-1.34652291553236,-0.348421849423943,0.361462563819387,-0.201538804472586,-0.595366546990823,-1.07266286655394,3,2,1.5,-2,-3,0.520837692454819,-0.374804201368527,-0.550920451352791,0.327335421366495,-0.841281881067828,FALSE,0.230562382806023,-0.461124765612046
"67859",1524,77,"R","Hispanic",1,0,0,1,1,1,1,0,1,-3,-3,1,-2,-2,-1,-2,-2,NA,-2,0,30,0,10,0,-3,1,1,1,0,-3,-2.16474890708923,"EN",-3,-3,0,0,17,-2,-2,-2,-2,-2,-2,1,-3,-3,0,80,0,50,100,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-3,-3,50,70,0,80,50,-2,-2,-2,-2,-2,-2,-2,-2,-2,"Yes, I could see and hear the ad",-3,1,-2.79171085357666,-3,-3,50,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,2,0,"Recycling",1,0,0,0,"Against",NA,NA,NA,4,"No",0,4,"june6_15877","june6_44",-0.970547735691071,0,-2.79736952614172,-2.55243086488697,-2.2897949688016,-2.37110199338808,-1.95142375812638,-2.25798156033038,-2.12955410665174,-2.05721009511729,-2.1441503015595,-3,-3,-3,-3,-3,-1.37406380726985,-1.30883732249572,-1.17246246956776,-1.22389686690383,-1.18055703267962,FALSE,-0.756529195161589,1.51305839032318
"67860",15187,29,"N","Hispanic",1,0,0,1,0,0,0,0,0,3,3,0,2,-2,2,0,2,NA,3,0,100,95,77,37,0,0,1,1,0,0,0.975440561771393,"EN",3,3,50,77,80,0,-1,1,0,0,0,1,3,3,0,97,70,50,50,0,-1,0,0,1,0,0,0,0,1,3,3,10,94,84,50,50,0,-1,0,-1,1,0,0,1,0,"Yes, I could see and hear the ad",1,1,0.808931589126587,2,3,50,75,13,0,-1,0,-1,1,0,0,1,0,1,1,3,1,"Recycling",1,0,0,0,"Against",NA,NA,NA,2,"No",1,5,"june6_15888","june6_247",0.975440561771393,1,0.61988861732381,0.589174837557111,0.731817887236003,0.510608611102969,1.46679523430385,0.334680277989203,0.24758022342936,0.537277254198404,0.422880044451836,3,3,3,3,2.5,0.494053251668546,0.0665943317083116,0.365619876614902,0.0161215512702245,0.112909198829282,FALSE,-0.951530023921235,1.90306004784247
"67870",65599,33,"R","Hispanic",0,0,0,1,1,1,1,0,1,-3,-3,2,-2,-2,-2,-2,-2,NA,-3,0,0,0,2,86,-3,5,1,1,1,-3,-2.35350871086121,"EN",-3,-3,0,0,0,-2,-2,-2,-2,-2,-2,1,-3,-3,50,63,0,100,100,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-3,-3,0,0,0,50,100,-2,-2,-2,-2,-2,-2,-2,-2,-2,"Yes, I could see and hear the ad",-3,1,0.808931589126587,-3,-3,0,0,50,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,-3,0,"Trans-Equality",1,0,0,1,"",0,0,0,30,"No",0,52,"june6_1693","june6_1",-2.35350871086121,0,-2.79736952614172,-2.55243086488697,-2.2897949688016,-2.37110199338808,-2.20418503402838,-2.25798156033038,-2.12955410665174,-2.05721009511729,-2.1441503015595,-3,-3,-3,-3,-3,-1.37406380726985,-1.30883732249572,-1.17246246956776,-1.22389686690383,-1.18055703267962,TRUE,-0.384250778930524,-0.768501557861047
"67871",50534,61,"R","Caucasian",1,0,1,0,0,0,0,0,1,2,2,-1,0,0,1,0,1,NA,2,60,60,60,9,91,-1,0,1,1,0,-2,0.257252782583237,"EN",2,2,50,73,31,1,0,1,0,1,1,1,2,2,60,60,70,50,100,0,1,0,0,1,1,1,1,0,1,1,2,71,70,80,98,100,0,0,0,0,1,0,1,0,0,"Yes, I could see and hear the ad",0,1,0.163092836737633,2,2,100,76,50,0,1,0,0,1,1,1,1,0,1,0,2,0,"Recycling",1,0,0,0,"In Favor",NA,NA,NA,1,"No",0,52,"june6_1716","june6_169",0.257252782583237,0,0.680677873424366,0.669122168227344,0.556383837338208,0.708820901279672,0.547224943492288,0.741379398913146,0.700295690016691,0.529454650919517,0.742644977115221,2,2,2,1.5,2,0.547622133241092,1.0006274528355,0.955616496120355,0.633712229251738,1.08482492580483,FALSE,0.0888278032301754,-0.177655606460351
"67873",48941,49,"R","Caucasian",0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,NA,1,8,50,50,78,50,-2,0,1,1,0,-3,-0.468989104032516,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Trans-Equality",1,0,0,1,"",7,8,8,2,"Yes",0,30,"june6_1725","june6_80",-0.470960706472397,0,NA,NA,NA,NA,-0.0845401336505679,NA,NA,NA,NA,0,NA,NA,NA,NA,0.547622133241092,NA,NA,NA,NA,TRUE,NA,NA
"67875",14755,53,"D","Caucasian",1,0,1,0,0,1,0,1,0,3,3,-2,2,0,2,2,0,NA,3,0,80,80,61,100,0,1,1,1,1,3,1.11867606639862,"EN",3,3,50,100,84,2,2,2,2,2,2,1,3,3,50,0,100,98,100,1,1,1,1,2,2,2,2,2,1,3,3,50,50,100,50,100,2,2,2,2,-2,2,2,-2,2,"Yes, I could see and hear the ad",3,1,-0.137725338339806,3,3,50,100,50,0,2,2,2,2,1,2,2,2,1,1,3,1,"Trans-Equality",1,0,0,0,"",10,10,10,3,"Yes",0,30,"june6_1741","june6_244",0.947842240333557,0,1.91899569620879,1.68820151905321,1.26509249180358,1.63701806943922,1.27709716424553,2.06568535937137,1.93175954531056,0.973036420051054,1.92825969544528,3,3,3,3,3,1.48168066271029,2.42729516201304,1.57715851433532,2.49132132540731,2.07969551671029,TRUE,0.464888970734396,-0.929777941468793
"67882",44625,64,"N","Caucasian",0,0,1,0,1,1,1,0,0,3,3,-1,-1,-2,-1,-1,-1,NA,1,29,73,31,100,94,-1,0,1,1,0,0,-0.236247360706329,"EN",3,1,21,28,100,-2,-2,-1,-1,-1,-1,1,3,2,50,50,50,71,100,-2,-2,-1,-2,-1,-1,-1,1,-1,1,3,3,35,55,35,50,50,-2,-1,0,-2,-1,-1,1,1,0,"Yes, I could see and hear the ad",-1,1,-1.67026817798615,3,2,50,16,0,-1,-2,-1,-1,0,-1,0,-1,-1,1,1,3,1,"Trans-Equality",1,0,0,1,"",NA,NA,NA,0,"No",1,44,"june6_1853","june6_112",-0.236247360706329,1,-0.768928425355774,-0.389133103543048,0.134646781225511,-0.305377343497636,-1.07528933255898,-1.14954000809325,-0.632860949357184,-0.0697805915645898,-0.838636710364078,3,2,2.5,3,2.5,-0.907034542535251,-1.30883732249572,-1.17246246956776,-0.91494455404014,-0.522346484960212,FALSE,-0.691048292600375,-1.38209658520075
"67885",34356,71,"D","Caucasian",0,0,1,0,1,1,1,1,0,2,2,0,-1,-2,0,0,0,NA,1,0,31,29,50,50,-2,1,1,1,0,-1,-0.498670697212219,"EN",1,1,0,50,50,-1,-1,2,0,0,1,1,0,1,7,50,50,100,96,-1,-1,0,-1,1,0,0,1,0,1,1,1,50,50,50,75,95,-1,-1,0,-1,1,0,0,1,0,"Yes, I could see and hear the ad",1,1,0.495680123567581,1,2,50,50,50,0,-1,0,-1,1,0,0,0,0,1,0,1,0,"Trans-Equality",1,0,0,1,"Against",9,9,9,8,"No",0,8,"june6_1895","june6_78",-0.498670697212219,0,0.247321081074441,-0.10589917111871,0.105804355911079,0.151284968934311,-0.326296513132285,0.491136728497008,0.25323180731685,0.307393670648836,0.118778854016368,2,1,0.5,1,1.5,-0.907034542535251,-0.374804201368527,-0.255922141600065,-0.295092318826046,0.112909198829282,TRUE,0.713541283817741,1.42708256763548
"67887",63186,46,"N","Hispanic",1,0,0,1,1,1,1,0,0,2,2,-1,0,0,1,0,1,NA,-1,100,50,50,50,50,2,3,1,1,0,3,0.115715265274048,"EN",1,2,100,46,51,0,-1,1,0,0,0,1,1,2,100,50,50,60,100,0,-1,0,-1,0,0,0,-1,-1,1,1,2,100,39,50,50,100,-1,-1,0,-1,0,0,0,-1,-1,"Yes, I could see and hear the ad",2,1,-0.69780045747757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,"Trans-Equality",1,0,0,0,"",6,6,6,5,"Yes",0,2,"june6_1975","june6_74",-0.554472088813782,1,0.0352843605405803,-0.0188010844950133,0.0665332513836157,NA,0.432102858024804,0.0502571141017797,-0.303831677177007,-0.251546426526675,NA,2,1.5,1.5,1.5,NA,0.547622133241092,0.0665943317083116,0.0493918747854168,-0.295092318826046,NA,TRUE,-0.165626814710797,0.331253629421594
"67888",9239,55,"N","Caucasian",0,0,1,0,1,1,1,0,0,1,-2,2,-2,-1,-1,0,-1,NA,-2,73,19,16,59,24,0,2,1,1,0,2,-1.22465944290161,"EN",1,1,68,23,50,-1,-1,0,-1,-2,0,1,1,0,74,24,29,51,76,-2,-1,0,-2,-2,-2,1,1,-1,1,0,0,50,15,26,32,50,-2,-1,0,-2,-1,-1,1,0,-1,"Yes, I could see and hear the ad",-2,1,-0.917838573455811,0,1,71,19,13,-2,-2,0,-2,-1,-1,0,-1,-1,1,0,2,1,"Trans-Equality",1,0,0,0,"",5,NA,NA,0,"Yes",0,2,"june6_1975","june6_74",-0.554472088813782,1,-0.898825061378876,-0.813668715366336,-0.524499139633356,-0.685667946096702,-0.992598215915385,-1.01355887098983,-0.591624084761538,-0.40641205616806,-0.819099931525268,-0.5,1,0.5,0,0.5,-0.880250101748978,-0.374804201368527,-0.877464159815032,-0.91494455404014,-1.18055703267962,TRUE,0.128327531618577,-0.256655063237153
