"","id","vf_age","vf_party","vf_racename","vf_female","vf_black","vf_white","vf_hispanic","vf_vg_14","vf_vg_12","vf_vg_10","vf_democrat","vf_republican","miami_trans_law_t0","miami_trans_law2_t0","gender_norm_daugher_t0","gender_norm_looks_t0","gender_norm_rights_t0","gender_norms_sexchange_t0","gender_norms_moral_t0","gender_norms_abnormal_t0","gender_norm_trans_moral_wrong_t0","ssm_t0","therm_obama_t0","therm_gay_t0","therm_trans_t0","therm_marijuana_t0","therm_afams_t0","ideology_t0","religious_t0","respondent_t0","exposure_gay_t0","exposure_trans_t0","pid_t0","scale_for_blocking_t0","survey_language_t0","miami_trans_law_t1","miami_trans_law2_t1","therm_obama_t1","therm_trans_t1","therm_marijuana_t1","gender_norm_looks_t1","gender_norm_rights_t1","gender_norm_sexchange_t1","gender_norm_moral_t1","gender_norm_abnormal_t1","gender_norm_trans_moral_wrong_t1","respondent_t1","miami_trans_law_t2","miami_trans_law2_t2","therm_obama_t2","therm_jbush_t2","therm_trans_t2","therm_police_t2","therm_firefighters_t2","gender_norm_looks_t2","gender_norm_rights_t2","gender_norm_moral_t2","gender_norm_dress_t2","gender_norm_sexchange_t2","gender_norm_abnormal_t2","gender_norm_trans_moral_wrong_t2","trans_teacher_t2","trans_bathroom_t2","respondent_t2","miami_trans_law_withdef_t3","miami_trans_law2_withdef_t3","therm_obama_t3","therm_jbush_t3","therm_trans_t3","therm_police_t3","therm_firefighters_t3","gender_norm_looks_t3","gender_norm_rights_t3","gender_norm_moral_t3","gender_norm_dress_t3","gender_norm_sexchange_t3","gender_norm_abnormal_t3","gender_norm_trans_moral_wrong_t3","trans_teacher_t3","trans_bathroom_t3","trans_ad_displayed_t3","trans_law_post_ad_t3","respondent_t3","nfc_t3","miami_trans_law_withdef_t4","miami_trans_law2_withdef_t4","therm_obama_t4","therm_trans_t4","therm_mousavi_t4","gender_norm_looks_t4","gender_norm_rights_t4","gender_norm_moral_t4","gender_norm_dress_t4","gender_norm_sexchange_t4","gender_norm_abnormal_t4","gender_norm_trans_moral_wrong_t4","trans_teacher_t4","trans_bathroom_t4","respondent_t4","marijuana_pread1","marijuana_pread2","marijuana_postad","exp_actual_convo","contacted","survey_language_es","sdo_scale","treat_ind","canvass_recycling_rating","canvass_trans_ratingstart","canvass_trans_ratingsecond","canvass_trans_ratingend","canvass_minutes","canvasser_experience","canvasser_trans","canvasser_id","hh_id","block_ind","cluster_level_t0_scale_mean","vf_independent","all.dvs.t1","all.dvs.t2","all.dvs.t3","all.dvs.t4","trans.tolerance.dv.t0","trans.tolerance.dv.t1","trans.tolerance.dv.t2","trans.tolerance.dv.t3","trans.tolerance.dv.t4","miami_trans_law_t0_avg","miami_trans_law_t1_avg","miami_trans_law_t2_avg","miami_trans_law_t3_avg","miami_trans_law_t4_avg","gender_nonconformity_t0","gender_nonconformity_t1","gender_nonconformity_t2","gender_nonconformity_t3","gender_nonconformity_t4","treatment.delivered","t1.resid","transformed.outcome"
"67891",26810,50,"R","Caucasian",0,0,1,0,0,1,0,0,1,3,3,1,1,2,2,2,2,NA,3,0,100,100,100,100,-1,2,1,1,0,-3,0.985316812992096,"EN",3,3,0,100,100,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Recycling",1,0,0,0,"Against",NA,NA,NA,2,"No",1,32,"june6_1990","june6_239",0.8959139585495,0,1.91899569620879,NA,NA,NA,2.03510476672724,2.06568535937137,NA,NA,NA,3,3,NA,NA,NA,2.00227880901744,2.42729516201304,NA,NA,NA,FALSE,0.512839059917582,-1.02567811983516
"67892",364,26,"R","Hispanic",0,0,0,1,0,1,0,0,1,3,3,2,1,1,2,1,1,NA,3,0,100,100,100,100,-2,2,1,1,0,-3,0.806511104106903,"EN",3,3,50,100,99,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Recycling",1,0,0,0,"Against",NA,NA,NA,2,"No",1,32,"june6_1990","june6_239",0.8959139585495,0,1.91899569620879,NA,NA,NA,1.51584880610904,2.06568535937137,NA,NA,NA,3,3,NA,NA,NA,1.50846510349656,2.42729516201304,NA,NA,NA,FALSE,0.746805374145916,-1.49361074829183
"67898",17093,46,"R","Hispanic",0,0,0,1,1,1,0,0,1,2,2,2,-2,-2,0,0,-1,NA,-3,0,16,50,50,100,-2,4,1,0,1,0,-1.11886632442474,"EN",3,3,0,51,50,-2,-2,-1,-2,-2,-1,1,3,2,0,80,0,50,83,-2,-2,-2,-2,-1,-2,-1,-2,0,1,3,3,0,50,50,50,100,-2,-2,-2,-2,-2,-2,-2,0,-2,"Yes, I could see and hear the ad",-3,1,1.06779599189758,2,3,0,50,50,-2,-2,-2,-2,-2,-2,-2,0,-2,1,1,3,1,"Recycling",1,0,0,0,"Against",NA,NA,NA,2,"No",1,19,"june6_2043","june6_18",-1.50666618347168,0,-0.68235525810482,-1.02844172002961,-0.758265507176419,-0.95737193221196,-0.348421849423943,-1.38587972971873,-1.54636757269104,-1.43747538642552,-1.53594792068857,2,3,2.5,3,2.5,-1.37406380726985,-1.30883732249572,-1.17246246956776,-1.22389686690383,-1.18055703267962,FALSE,-0.679370173577908,1.35874034715582
"67900",59215,28,"D","Caucasian",1,0,1,0,1,1,1,1,0,3,3,-2,2,1,2,2,2,NA,3,89,100,100,75,85,2,0,1,1,0,3,1.67013049125671,"EN",3,3,77,100,50,2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,82,50,100,50,100,2,1,2,2,2,2,2,2,1,"Yes, I could see and hear the ad",3,1,0.438535332679749,3,3,50,95,33,1,-1,1,1,1,1,2,2,0,1,0,3,0,"Recycling",1,0,0,0,"In Favor",NA,NA,NA,2,"No",0,52,"june6_2063","june6_286",1.67013049125671,0,1.91899569620879,NA,1.82300091090152,1.3174328368295,2.03510476672724,2.06568535937137,NA,1.97073247746373,1.31494145177833,3,3,NA,3,3,1.97549436823116,1.93466057396269,NA,2.18236901254362,1.11039489816048,FALSE,0.11783775472481,-0.23567550944962
"67909",3658,48,"D","Caucasian",1,0,1,0,1,1,1,1,0,2,2,0,0,0,1,0,0,NA,0,50,50,50,50,50,0,1,1,1,1,2,0.095014750957489,"EN",2,2,50,50,31,1,0,2,1,1,2,1,0,3,50,50,50,50,41,0,0,0,0,0,0,0,0,0,1,2,2,50,31,50,62,30,0,0,0,0,1,0,0,0,0,"",0,1,0.569739520549774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-2,0,"Trans-Equality",1,0,0,1,"",5,10,10,10,"Yes",1,42,"june6_219","june6_150",0.095014750957489,0,0.978200234701761,-0.0153517659992392,0.305528635997712,NA,0.168221142251428,1.15957496149486,-0.0213130465999309,0.166558363030575,NA,2,2,1.5,2,NA,0.547622133241092,1.0006274528355,0.660618186367629,0.633712229251738,NA,TRUE,0.754968631861076,1.50993726372215
"67918",16110,59,"D","Hispanic",1,0,0,1,1,1,1,1,0,3,3,-1,1,-1,1,1,2,NA,3,100,100,77,50,100,3,4,1,1,0,3,1.23445904254913,"EN",3,3,100,50,69,0,-1,2,1,1,1,1,3,3,100,50,100,23,100,1,0,2,2,-2,2,2,2,2,1,3,3,50,0,72,23,100,1,0,2,1,2,2,2,1,2,"Yes, I could see and hear the ad",3,1,0.0594799891114235,2,3,50,50,50,0,-1,1,0,-2,2,2,1,1,1,1,3,1,"Recycling",1,0,0,0,"In Favor",NA,NA,NA,4,"No",1,47,"june6_2423","june6_264",1.23445904254913,0,1.0544283115947,1.28776631744814,1.63641799348251,0.633495734757518,1.26218844940521,0.938500087845414,1.54214811425,1.77552589767379,0.728703767594902,3,3,3,3,2.5,0.520837692454819,0.0665943317083116,1.59838820641208,1.25356446446583,0.452184350441074,FALSE,-0.260939996889861,0.521879993779722
"67924",19017,62,"N","Caucasian",1,0,1,0,1,1,0,0,0,2,3,1,0,0,1,0,0,NA,2,72,69,50,50,50,0,0,1,1,1,3,0.328252524137497,"EN",2,2,50,50,50,1,0,1,0,1,1,1,3,3,50,33,50,100,100,0,0,0,0,1,1,1,0,1,1,3,2,50,50,50,50,50,0,0,0,0,1,1,0,0,0,"",0,1,-0.996892631053925,2,2,50,50,50,1,1,0,1,1,1,1,0,1,1,1,3,1,"Trans-Equality",1,0,0,1,"",10,10,10,20,"No",0,3,"june6_2514","june6_176",0.328252524137497,1,0.50952093618556,0.758326203527544,0.547206919332458,0.541161393803545,0.168221142251428,0.530355761190219,0.573416267132323,0.317721505471771,0.573152522128006,2.5,2,3,2.5,2,0.547622133241092,1.0006274528355,0.660618186367629,0.633712229251738,1.74303547352424,TRUE,0.0397806906215352,0.0795613812430704
"67927",12949,59,"R","Hispanic",1,0,0,1,1,1,0,0,1,3,3,0,0,0,0,0,0,NA,0,50,50,50,50,50,2,1,1,1,0,-3,0.0646881088614464,"ES",3,3,50,50,50,-1,0,2,-2,1,-1,1,3,2,7,94,71,50,100,-2,-1,-1,0,2,1,-1,1,0,1,2,3,0,100,70,100,50,-1,-1,-2,-2,2,-2,0,2,0,"",0,1,0.660460591316223,3,3,50,66,30,-1,-2,-1,0,1,-1,-1,1,-1,1,0,3,0,"Recycling",1,1,0,0,"Against",NA,NA,NA,20,"No",0,3,"june6_2587","june6_146",0.0646881088614464,0,0.239482313837007,0.468279706950493,0.134324569557818,0.117153901920608,-0.0845401336505679,-0.178767706428479,0.370648998959899,0.138725217254112,-0.239438425470691,3,3,2.5,2.5,3,0.547622133241092,0.117830386681824,-0.245008156156061,-0.603730683943869,-0.18307133334842,FALSE,-0.508175410626855,1.01635082125371
"67936",22040,42,"R","Hispanic",1,0,0,1,0,1,1,0,1,0,0,-1,-1,-1,0,1,1,NA,-1,28,29,13,28,78,0,4,1,1,0,-3,-0.818194508552551,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Trans-Equality",1,0,0,1,"",5,3,8,13,"No",1,47,"june6_2691","june6_55",-0.818194508552551,0,NA,NA,NA,NA,0.00876411073794115,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.413220837014379,NA,NA,NA,NA,TRUE,NA,NA
"67937",7872,51,"N","Hispanic",1,0,0,1,0,0,0,0,0,2,2,-2,0,-1,1,0,2,NA,2,79,57,57,0,100,0,4,1,1,0,1,0.285177737474442,"ES",3,3,67,90,0,0,0,2,0,2,2,1,2,2,50,58,84,51,89,0,-1,0,-1,2,1,1,-1,0,1,3,3,97,57,95,50,68,0,-2,0,-2,2,0,2,0,0,"",0,1,1.07407367229462,3,3,50,83,0,0,-1,0,-1,2,2,2,-1,0,1,0,-3,0,"Trans-Equality",1,1,0,1,"",10,10,10,2,"No",1,44,"june6_2705","june6_171",0.285177737474442,1,1.51750095865531,0.901353998459406,1.24552184888743,1.39164712334407,0.776570033625418,1.52385725368242,0.652679713244712,0.933256572547609,0.969190876958017,2,3,2,3,3,0.0538084277202204,0.559228919758662,0.0493918747854168,-0.601469126711289,0.112909198829282,TRUE,0.532277271084425,1.06455454216885
"67940",66882,19,"N","Hispanic",0,0,0,1,0,0,0,0,0,0,-3,1,-2,-1,-2,-2,-2,NA,-3,38,0,0,50,50,0,5,1,1,0,0,-1.95603394508362,"EN",-3,-2,46,16,15,-2,-2,-2,-2,-2,-2,1,-3,-3,42,30,9,71,100,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-1,50,50,50,50,50,-2,-2,-2,-2,-2,-2,-2,-2,-2,"Yes, I could see and hear the ad",-3,1,0.183220088481903,-3,-3,38,12,50,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,0,0,"Trans-Equality",1,0,0,1,"",6,NA,NA,2,"No",1,19,"june6_2707","june6_25",-1.30000078678131,1,-2.55543416776351,-2.49151519035756,-1.65668090736256,-2.29372068224525,-2.20418503402838,-2.11118250800138,-2.06983987379877,-1.71914600166204,-2.06577222354072,-1.5,-2.5,-3,-1.5,-3,-0.880250101748978,-1.30883732249572,-1.17246246956776,-1.22389686690383,-1.18055703267962,TRUE,-0.265121744258802,-0.530243488517604
"67942",20028,32,"R","Hispanic",1,0,0,1,1,1,0,0,1,2,2,1,-1,-2,2,-2,-2,NA,-3,0,25,0,0,100,-1,3,1,1,1,-2,-1.26585125923157,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,0,0,50,50,50,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,"Trans-Equality",1,0,0,1,"",NA,NA,NA,0,"No",0,27,"june6_2774","june6_12",-1.63599610328674,0,NA,NA,NA,-0.294638307381971,-1.1931399304204,NA,NA,NA,-0.0304401299463182,2,NA,NA,NA,0,-0.907034542535251,NA,NA,NA,0.768504638122952,FALSE,NA,NA
"67943",37782,59,"R","Hispanic",1,0,0,1,1,1,0,0,1,-2,-3,-2,-2,-2,-2,-2,-2,NA,-3,0,0,0,0,30,-3,4,1,1,0,-3,-2.36012578010559,"EN",-3,-3,0,0,50,-2,-1,-2,-2,-2,-2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Trans-Equality",1,0,0,1,"",NA,NA,NA,0,"No",0,27,"june6_2774","june6_12",-1.63599610328674,0,-2.79736952614172,NA,NA,NA,-2.20418503402838,-2.25798156033038,NA,NA,NA,-2.5,-3,NA,NA,NA,-1.37406380726985,-0.816202734445365,NA,NA,NA,FALSE,-0.569916847724908,-1.13983369544982
"67944",60225,65,"R","Hispanic",0,0,0,1,1,1,0,0,1,2,2,-2,-2,-2,-2,-1,1,NA,-3,8,7,7,7,83,0,4,1,1,0,-3,-1.28201115131378,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Trans-Equality",1,0,0,1,"",NA,NA,NA,0,"No",0,27,"june6_2774","june6_12",-1.63599610328674,0,NA,NA,NA,NA,-1.07658018203619,NA,NA,NA,NA,2,NA,NA,NA,NA,-1.37406380726985,NA,NA,NA,NA,FALSE,NA,NA
"67947",32347,49,"N","Hispanic",0,0,0,1,1,1,1,0,0,3,2,1,-1,-1,1,1,1,NA,2,3,50,50,50,83,-2,1,1,1,0,-3,-0.0662072151899338,"EN",2,2,30,60,40,0,-1,1,0,0,1,1,1,2,10,100,85,95,100,0,0,0,0,1,1,1,0,0,1,0,2,11,90,50,50,100,0,-1,0,0,1,1,0,0,0,"Yes, I could see and hear the ad",0,1,-0.106194049119949,2,2,0,70,0,0,0,0,0,0,1,0,0,0,1,0,2,0,"Trans-Equality",1,0,0,1,"",6,3,9,23,"Yes",0,2,"june6_2817","june6_164",0.193969756364822,1,0.41715323899349,0.660086851230361,0.24865207981362,0.375363008283193,0.687477102869628,0.399781158539098,0.661469532321996,0.317721505471771,0.255200346306574,2.5,2,1.5,1,2,-0.413220837014379,0.0665943317083116,0.660618186367629,0.324759916388048,0.768504638122952,TRUE,-0.0247783587026763,-0.0495567174053527
"67948",62276,40,"N","Hispanic",1,0,0,1,0,1,0,0,0,2,2,0,-1,-1,-1,-1,-1,NA,-3,0,46,47,0,100,-2,1,1,1,0,-2,-0.843931794166565,"EN",0,1,0,50,0,-1,-1,-1,-2,-2,-2,1,2,2,0,15,50,50,50,-1,-1,-1,-1,-2,-2,-1,0,-1,1,0,2,0,0,50,50,50,-1,-1,-1,-1,-2,-1,-1,-1,-1,"Yes, I could see and hear the ad",2,1,-0.380494385957718,0,2,0,17,0,-1,-1,-1,-1,-2,-2,-1,-1,-1,1,0,-2,0,"Trans-Equality",1,0,0,1,"",NA,NA,NA,0,"Yes",0,2,"june6_2828","june6_43",-0.989728450775146,1,-1.4442673937049,-0.788595605902799,-0.734482792473621,-1.17767169850218,-0.891093995811009,-1.61612954413874,-1.06311733450629,-0.989781111979321,-1.4437765979497,2,0.5,2,1,1,-0.413220837014379,-0.374804201368527,-0.255922141600065,-0.295092318826046,-0.206026197278334,FALSE,-1.12255383502117,-2.24510767004234
"67949",12624,54,"N","Hispanic",1,0,0,1,0,0,0,0,0,2,2,1,-1,0,-2,-2,-2,NA,-3,0,0,50,0,19,0,1,1,0,0,-2,-1.13552510738373,"ES",2,2,50,50,13,-1,2,-1,2,-2,2,1,1,2,0,46,0,0,50,-2,1,-1,-2,-2,-2,-2,-2,-2,1,-1,-1,50,58,50,0,50,-1,-1,-1,-1,-2,-2,-2,-2,-2,"",0,1,-1.55737817287445,-1,0,50,0,0,-2,-1,-2,-1,-2,-1,-1,-2,-1,1,0,-2,0,"Trans-Equality",1,1,0,1,"",NA,NA,NA,0,"Yes",0,2,"june6_2828","june6_43",-0.989728450775146,1,0.212460395735246,-1.39067004590945,-1.42724228906631,-1.58162290128007,-1.62857460669096,0.168327346425713,-1.97438563851043,-1.57678201401784,-1.68977663344786,2,2,1.5,-1,-0.5,0.0805928685064935,1.10309956278252,-0.287467540309579,-0.295092318826046,-0.52496159338595,FALSE,1.02477715909852,2.04955431819705
"67952",8727,72,"R","Caucasian",0,0,1,0,1,1,1,0,1,0,0,1,-1,-1,-1,-2,0,NA,-3,50,0,50,28,50,-1,1,1,1,0,-2,-1.29212188720703,"EN",1,1,37,50,16,-1,-2,0,-2,-1,0,1,0,1,35,50,53,73,73,-2,-2,2,-2,-1,-1,1,0,-1,1,0,1,8,50,11,67,69,-2,-2,-2,-2,-1,-1,-2,-1,0,"I could only see the ad, but the sound did not work",0,1,0.561857938766479,-1,0,50,17,50,-2,-2,-2,-2,-1,-2,-2,-1,0,1,0,2,0,"Trans-Equality",1,0,0,1,"",2,5,8,15,"No",0,46,"june6_2885","june6_26",-1.29212188720703,0,-0.694657282353553,-0.0599540258091657,-1.23547858818188,-1.61744261566502,-0.848049899242213,-0.768550808819574,0.0315074327121501,-1.27862344239543,-1.46080169527423,0,1,0.5,0.5,-0.5,-0.413220837014379,-0.867438789418877,-1.17246246956776,-1.22389686690383,-1.18055703267962,TRUE,0.116657093230899,0.233314186461798
"67954",6999,80,"D","Caucasian",0,0,1,0,1,1,1,1,0,0,1,1,-2,-1,0,-2,0,NA,-3,2,50,50,20,50,0,5,1,1,0,2,-1.02651154994965,"EN",0,0,17,50,17,-1,0,1,-1,0,0,1,1,1,8,54,14,95,95,-1,-1,-2,-1,0,0,0,-1,0,1,0,1,6,50,50,95,50,-1,-1,-2,-1,1,0,0,0,0,"Yes, I could see and hear the ad",1,1,-0.69780045747757,0,0,50,50,32,-1,-1,0,-1,0,1,0,0,0,1,0,2,0,"Trans-Equality",1,0,0,1,"",5,NA,5,3,"No",1,22,"june6_291","june6_38",-1.04373836517334,0,-0.459750284800224,-0.675397053490326,-0.253554600841817,-0.149830998197053,-0.595288623340217,-0.138082471807637,-0.708856793410741,-0.118169612257841,0.124570216275266,0.5,0,1,0.5,0,-0.880250101748978,0.117830386681824,-0.255922141600065,-0.295092318826046,-0.206026197278334,TRUE,0.535490138266947,1.07098027653389
"67960",45900,23,"R","Hispanic",1,0,0,1,0,1,0,0,1,0,0,-1,-2,-2,-1,-1,-1,NA,-2,63,50,50,50,50,-1,3,1,1,1,-3,-0.933814346790314,"EN",-2,-3,50,50,50,2,0,1,2,-1,2,1,-1,0,44,69,58,31,84,-1,-1,-1,-1,0,-1,-1,0,-1,1,-1,-1,47,50,40,50,50,-1,-1,-1,-1,0,-1,-1,-1,-1,"Yes, I could see and hear the ad",0,1,-2.08848643302917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,"Recycling",1,0,0,0,"Against",NA,NA,NA,3,"No",1,14,"june6_2920","june6_46",-0.933814346790314,0,-0.411241841528314,-0.867779007264837,-0.922301619726402,NA,-0.856557370170764,0.756861312109515,-0.581936535581497,-0.772744207118921,NA,0,-2.5,-0.5,-1,NA,-1.37406380726985,1.44202598591234,-0.255922141600065,-0.295092318826046,NA,FALSE,1.49562345568891,-2.99124691137783
"67965",66966,30,"R","Hispanic",1,0,0,1,0,1,0,0,1,-1,-1,1,-1,-1,-2,-1,-1,NA,-2,0,20,4,100,80,-1,1,1,1,0,-2,-1.51612973213196,"EN",0,1,20,50,50,-1,-1,1,-1,-1,-2,1,2,2,19,50,50,34,91,-1,-1,-1,-1,1,-1,-1,0,-2,1,2,2,13,50,50,50,50,-1,-1,-1,-1,1,-1,-1,0,-2,"Yes, I could see and hear the ad",-2,1,1.10756886005402,-1,-1,50,30,50,-1,-1,-1,-1,-1,-1,-1,-1,-2,1,1,2,1,"Recycling",1,0,0,0,"In Favor",NA,NA,NA,2,"No",0,11,"june6_3001","june6_17",-1.51612973213196,0,-0.827992359684644,-0.22474631616088,-0.117014918470944,-1.20157164876496,-1.63888023922319,-0.802556229463277,-0.642989630333322,-0.556915839197152,-1.1957779251949,-1,0.5,2,2,-1,-0.413220837014379,-0.374804201368527,-0.255922141600065,-0.295092318826046,-0.206026197278334,FALSE,0.359905120531634,-0.719810241063267
"67968",25775,53,"R","Hispanic",0,0,0,1,1,1,1,0,1,-2,-1,1,0,-2,1,1,1,NA,3,10,62,50,50,50,-1,0,1,1,1,-1,-0.317255526781082,"EN",-3,-3,50,50,39,0,-2,0,1,1,2,1,-3,-3,50,35,50,0,10,0,0,1,0,0,0,0,0,-2,1,-3,-3,50,7,50,9,50,1,-2,2,0,1,1,1,0,-2,"Yes, I could see and hear the ad",-3,1,1.1205028295517,-3,-3,50,100,24,1,-1,1,1,1,1,1,1,-2,1,1,2,1,"Trans-Equality",1,0,0,1,"",0,NA,NA,5,"No",1,14,"june6_3047","june6_100",-0.317255526781082,0,-0.499712040307482,-0.881639392303317,-0.140628871510154,0.0132980027070242,0.687477102869628,0.793365006167803,-0.154482081380151,0.49261807224945,0.766281892549953,-1.5,-3,-3,-3,-3,-0.440005277800652,-0.426040256342039,0.660618186367629,0.327021473620628,1.11039489816048,TRUE,0.416595990716027,0.833191981432054
"67969",55470,66,"N","Hispanic",1,0,0,1,1,1,1,0,0,2,2,-2,-1,1,0,1,0,NA,0,10,10,10,50,0,0,0,1,1,1,-1,-0.34432664513588,"EN",-2,-2,0,0,81,0,0,0,0,0,0,1,-2,0,11,29,12,36,70,-1,-1,-1,-1,1,-1,0,0,-1,1,0,1,50,35,29,50,59,-1,-1,-2,-1,0,1,-1,1,1,"Yes, I could see and hear the ad",-2,1,0.614641487598419,0,1,0,28,0,-2,-1,-1,-1,0,-1,0,0,-1,1,0,2,0,"Trans-Equality",1,0,0,1,"",NA,NA,NA,0,"No",1,40,"june6_3059","june6_163",0.191191539168358,1,-1.28805134802863,-0.999120530366509,-0.541272102702308,-0.620843674267099,-0.28965423067568,-0.554895139007605,-0.592293583568622,-0.135596154877842,-0.61944510444896,2,-2,-1,0.5,0.5,0.574406574027365,0.559228919758662,-0.255922141600065,-0.295092318826046,-0.52496159338595,FALSE,-0.582822214683046,-1.16564442936609
"67970",61378,69,"N","Caucasian",0,0,1,0,1,1,1,0,0,3,3,-1,0,-2,2,2,2,NA,3,71,50,60,0,60,0,0,1,1,1,0,0.726709723472595,"EN",2,2,68,75,50,0,0,0,0,0,0,1,2,2,62,50,50,39,72,0,-1,-1,0,1,2,1,1,2,1,3,2,51,50,50,13,68,-1,-1,-1,-1,1,1,1,1,2,"Yes, I could see and hear the ad",-1,1,0.215730890631676,2,2,50,50,0,0,0,1,0,2,2,1,1,1,1,0,2,0,"Trans-Equality",1,0,0,1,"",NA,NA,NA,NA,"",NA,NA,"june6_3059","june6_163",0.191191539168358,1,0.223637368923075,0.535719693871479,0.567749793392697,0.973311722622005,1.57461642485731,0.133225418784549,0.856477960800413,0.746139897588147,1.16735662350541,3,2,2,2.5,2,-0.440005277800652,0.559228919758662,0.365619876614902,-0.295092318826046,0.768504638122952,FALSE,-0.82948842553121,-1.65897685106242
"67976",16022,70,"N","Hispanic",0,0,0,1,1,1,1,0,0,-3,-3,2,-2,-2,-2,-2,-2,NA,-3,0,0,0,0,0,0,0,1,1,0,0,-2.17734742164612,"EN",-3,-3,0,0,0,-2,-2,-2,-2,-2,-2,1,-3,-3,0,30,0,50,80,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-3,-3,50,0,0,50,70,-2,-2,-2,-2,-2,-2,-2,-2,-2,"Yes, I could see and hear the ad",-3,1,-1.71773016452789,-3,-3,50,0,50,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,-3,0,"Recycling",1,0,0,0,"",NA,NA,NA,2,"No",0,46,"june6_3134","june6_4",-2.18390440940857,1,-2.79736952614172,-2.55243086488697,-2.2897949688016,-2.37110199338808,-2.20418503402838,-2.25798156033038,-2.12955410665174,-2.05721009511729,-2.1441503015595,-3,-3,-3,-3,-3,-1.37406380726985,-1.30883732249572,-1.17246246956776,-1.22389686690383,-1.18055703267962,FALSE,-0.313125839953507,0.626251679907014
"67980",32690,66,"R","Hispanic",1,0,0,1,1,1,1,0,1,2,0,0,-1,-1,0,0,1,NA,0,9,50,50,13,92,-1,2,1,1,0,-3,-0.540850043296814,"EN",2,1,11,50,13,0,-1,1,1,1,0,1,3,2,11,50,50,66,65,-1,-1,0,-1,1,0,0,1,-1,1,2,2,10,50,50,82,50,-1,-1,0,-1,1,0,0,1,0,"Yes, I could see and hear the ad",2,1,0.18082469701767,2,2,50,50,1,-1,-1,0,-1,1,0,0,1,-1,1,0,2,0,"Recycling",1,0,0,0,"Against",NA,NA,NA,4,"No",0,46,"june6_3263","june6_75",-0.540850043296814,0,0.388026621754514,0.339795912227749,0.305528635997712,0.248652501246573,0.179341582122808,0.534320236532434,0.109063055856084,0.307393670648836,0.118452139962883,1,1.5,2.5,2,2,-0.413220837014379,0.0665943317083116,-0.255922141600065,-0.295092318826046,-0.206026197278334,FALSE,0.516740114954509,-1.03348022990902
